Station code,Name of the Monitoring Location,State Name,Temperature 0 C_min,Temperature 0 C_max,Dissolved Oxygen mg L_min,Dissolved Oxygen mg L_MAX,pH6.5 MIN,pH6.5 MAX,Conductivity µmho cm MIN,conductivity µmho cm MAX,Bio-chemical Oxygen Demand mg L,Bio-chemical Oxygen Demand mg L MAX,Nitrate mg L MIN,Nitrate mgL MAX,Fecal Coliform MIN,Fecacal coliform MAX,Total Coliform MPN 100 mL MIN,Total Coliform MPN 100 mL2 MAX,Year,aquatic_score,water_type,pH_category
4023,"MANJHI KHAD U/S DHARAMSHALA OF
KHANIYARA",HIMACHAL PRADESH,10.0,25.0,7.2,9.2,7.2,7.9,72.0,143.0,1.0,1.0,0.3,1.3,2.0,2.0,17.0,26.0,2021,4,Excellent,Neutral (6.5–8.5)
4024,"MANJHI KHAD D/S
DHARAMSHALA AT CHETRU",HIMACHAL PRADESH,9.0,23.0,7.0,8.8,7.3,8.0,88.0,151.0,1.0,1.0,0.3,1.3,2.0,2.0,25.0,39.0,2021,4,Excellent,Neutral (6.5–8.5)
4025,MOL KHAD U/S PALAMPU,HIMACHAL PRADESH,15.0,26.5,7.2,8.9,6.9,7.6,101.0,137.0,1.0,1.0,0.3,1.9,2.0,2.0,22.0,38.0,2021,4,Excellent,Neutral (6.5–8.5)
4026,MOL KHAD D/S PALAMPU,HIMACHAL PRADESH,14.0,27.0,5.3,8.6,6.8,7.6,118.0,173.0,1.0,1.0,0.34,1.5,2.0,2.0,31.0,41.0,2021,4,Excellent,Neutral (6.5–8.5)
4457,"RIVER BANER KHAD U/S
CHAMUNDA TEMPLE",HIMACHAL PRADESH,11.0,21.0,7.3,9.4,6.8,7.9,88.0,251.0,1.0,1.0,0.3,1.5,2.0,2.0,17.0,26.0,2021,4,Excellent,Neutral (6.5–8.5)
4458,"RIVER BANER KHAD D/S
CHAMUNDA TEMPLE",HIMACHAL PRADESH,12.0,21.0,7.0,9.2,6.7,8.0,96.0,270.0,1.0,1.0,0.3,1.21,2.0,2.0,24.0,41.0,2021,4,Excellent,Neutral (6.5–8.5)
4460,"CHARAN KHAD U/S
BHAGSUNAG",HIMACHAL PRADESH,8.0,21.0,8.1,9.2,6.8,7.7,68.0,269.0,1.0,1.0,0.3,1.3,2.0,2.0,14.0,31.0,2021,4,Excellent,Neutral (6.5–8.5)
4428,"ASHWINI KHAD U/S OF WEIR SITE OF WTP NEAR ASHWANI
BRIDGE",HIMACHAL PRADESH,13.0,23.6,6.8,7.8,7.3,8.2,1819.0,5532.0,1.0,80.0,0.9,13.45,2.0,1600.0,14.0,1600.0,2021,2,Moderate,Neutral (6.5–8.5)
4424,"RAW WATER AT GUMMA
NAUTI KHAD",HIMACHAL PRADESH,11.0,17.0,7.4,8.9,7.7,8.6,260.0,7381.0,1.0,1.0,0.32,2.91,2.0,1600.0,350.0,1600.0,2021,2,Moderate,Neutral (6.5–8.5)
4432,"DHAULI KHAD AT CHARAN
GANGA MEDI",HIMACHAL PRADESH,13.2,28.0,6.8,7.8,6.7,8.0,304.0,413.0,1.0,1.0,0.34,4.64,2.0,2.0,22.0,33.0,2021,4,Excellent,Neutral (6.5–8.5)
4431,"SHIKARI KHAD B/ C RIVER PABBAR NEAR HRTC ROHRU
BUS STAND",HIMACHAL PRADESH,7.0,17.0,6.4,7.0,6.8,8.1,648.0,3189.0,1.0,1.2,0.32,2.57,10.0,1600.0,140.0,1600.0,2021,3,Good,Neutral (6.5–8.5)
2626,RIVER BATTA AT U/S PAONTA,HIMACHAL PRADESH,11.0,25.0,7.3,9.1,7.4,7.9,307.0,517.0,1.0,1.8,0.32,1.0,17.0,26.0,63.0,170.0,2021,4,Excellent,Neutral (6.5–8.5)
2627,"RIVER BATTA BEFORE
CONFLUENCE TO YAMUNA",HIMACHAL PRADESH,11.0,25.0,7.4,8.9,7.3,7.8,323.0,523.0,1.0,2.0,0.32,1.82,17.0,32.0,70.0,220.0,2021,4,Excellent,Neutral (6.5–8.5)
2913,"RIVER KALI BEIN FALLING
INTO BEAS, PUNJAB",PUNJAB,10.0,34.0,2.8,7.1,7.0,7.9,254.0,393.0,2.0,5.8,0.6,2.3,390.0,1400.0,1100.0,4600.0,2021,1,Polluted,Neutral (6.5–8.5)
1492,"RIVER YAMUNA AT
YAMUNOTRI",UTTARAKH AND,10.0,10.0,10.6,10.6,7.2,7.2,35.0,35.0,1.0,1.0,0.33,0.33,2.0,2.0,2.0,2.0,2021,4,Excellent,Neutral (6.5–8.5)
1493,"RIVER YAMUNA AT
HANUMANCHATTI",UTTARAKH AND,9.0,9.0,10.4,10.4,7.2,7.2,68.0,68.0,1.0,1.0,0.33,0.33,2.0,2.0,2.0,2.0,2021,4,Excellent,Neutral (6.5–8.5)
1494,"RIVER YAMUNA AT U/S OF LAKHWAR
DAM",UTTARAKH AND,14.0,21.0,9.2,10.2,7.5,8.0,99.0,315.0,1.0,1.2,0.3,0.36,2.0,22.0,2.0,46.0,2021,4,Excellent,Neutral (6.5–8.5)
30025,"RIVER YAMUNA AT DAK PATHER
(UTTARAKHAND)",UTTARAKH AND,13.0,27.0,6.9,9.5,7.3,8.2,165.0,333.0,1.0,1.0,0.32,0.52,11.0,170.0,130.0,3500.0,2021,4,Excellent,Neutral (6.5–8.5)
1490,"RIVER YAMUNA AT
U/S DAK PATHER,",UTTARAKH AND,14.0,22.5,8.0,9.8,7.4,8.1,79.0,253.0,1.0,1.6,0.3,0.42,17.0,40.0,40.0,70.0,2021,4,Excellent,Neutral (6.5–8.5)
30027,"RIVER YAMUNA AT
PONTA SAHIB",HIMACHAL PRADESH,14.0,25.0,7.4,9.4,7.3,8.4,144.0,385.0,1.0,2.0,0.42,1.12,8.0,79000.0,23.0,110000.0,2021,3,Good,Neutral (6.5–8.5)
1553,"RIVER YAMUNA U/S
PAONTA SAHIB",HIMACHAL PRADESH,15.0,26.0,7.3,8.7,7.5,8.0,257.0,747.0,1.0,1.9,0.32,2.62,11.0,22.0,49.0,120.0,2021,4,Excellent,Neutral (6.5–8.5)
1554,"RIVER YAMUNA D/S
PAONTA SAHIB",HIMACHAL PRADESH,13.0,25.0,7.2,8.8,7.4,7.8,269.0,3606.0,1.0,2.2,0.42,1.22,21.0,33.0,70.0,280.0,2021,4,Excellent,Neutral (6.5–8.5)
4439,"RIVER YAMUNA U/S
RANBAXY",HIMACHAL PRADESH,13.0,27.0,5.6,8.9,7.1,8.0,260.0,1000.0,1.0,2.0,0.3,0.96,17.0,40.0,70.0,220.0,2021,4,Excellent,Neutral (6.5–8.5)
4440,"RIVER YAMUNA D/S
RANBAXY",HIMACHAL PRADESH,13.0,26.0,7.3,8.8,7.5,8.0,258.0,612.0,1.0,1.8,0.32,1.12,17.0,39.0,49.0,220.0,2021,4,Excellent,Neutral (6.5–8.5)
30028,"RIVER YAMUNA AT BURIYA U/S JAGADHARI,
MANDOLI, HARYANA",HARYANA,14.2,27.0,8.3,9.8,7.0,8.0,196.0,362.0,1.0,1.6,0.32,0.92,13.0,1400.0,23.0,11000.0,2021,3,Good,Neutral (6.5–8.5)
30035,"RIVER YAMUNA AT
HATHNIKUND",HARYANA,15.0,27.0,7.2,8.8,7.2,8.0,133.0,372.0,1.0,2.3,0.42,0.82,8.0,2200.0,49.0,17000.0,2021,3,Good,Neutral (6.5–8.5)
1117,"RIVER YAMUNA AT HATHNIKUND,
YAMUNANAGAR",HARYANA,17.89136416861827,28.005412521942656,5.9,8.8,7.6,8.1,194.0,310.0,2.5,5.8,0.3,0.38,110.0,4900.0,2200.0,13000.0,2021,2,Moderate,Neutral (6.5–8.5)
1496,"RIVER YAMUNA AT KALANAUR,
YAMUNA NAGAR",HARYANA,17.89136416861827,28.005412521942656,5.6,9.7,7.6,8.1,214.0,366.0,2.4,4.2,0.3,0.3,100.0,6300.0,200.0,22100.0,2021,2,Moderate,Neutral (6.5–8.5)
4914,"RIVER YAMUNA AT MANGLAURA,
KARNAL",HARYANA,21.0,32.0,6.2,10.6,7.1,8.2,230.0,506.0,1.2,7.9,0.3,1.32,17.0,13000.0,46.0,24000.0,2021,2,Moderate,Neutral (6.5–8.5)
30032,"RIVER YAMUNA AT SONAULI ROAD, SHAMLI BORDER ,
PANIPAT (HARYANA)",HARYANA,30.0,32.0,7.2,10.8,6.8,7.9,262.0,320.0,1.0,10.0,0.32,1.32,49.0,11000.0,240.0,27000.0,2021,2,Moderate,Neutral (6.5–8.5)
10004,"RIVER YAMUNA AT
KHOJKIPUR PANIPAT",HARYANA,23.0,34.0,0.3,8.3,7.2,8.2,218.0,1576.0,2.0,21.0,0.3,4.32,200.0,280000.0,900.0,920000.0,2021,1,Polluted,Neutral (6.5–8.5)
30029,"RIVER YAMUNA AT SONIPAT, BAGHPAT
ROAD(HARYANA)",HARYANA,31.0,31.0,4.8,10.2,6.9,7.8,262.0,920.0,3.0,20.0,0.3,1.56,130.0,79000.0,210.0,220000.0,2021,1,Polluted,Neutral (6.5–8.5)
1119,"RIVER YAMUNA AT
SONEPAT",HARYANA,17.89136416861827,28.005412521942656,5.1,7.0,7.6,7.8,266.0,583.0,1.8,4.2,0.3,0.3,900.0,10900.0,2600.0,54200.0,2021,2,Moderate,Neutral (6.5–8.5)
10005,"RIVER YAMUNA AT
PALLA,SONEPAT",HARYANA,17.89136416861827,28.005412521942656,5.7,6.8,7.5,8.0,268.0,3680.0,2.4,4.8,0.3,0.3,100.0,22100.0,700.0,42600.0,2021,2,Moderate,Neutral (6.5–8.5)
30026,"RIVER YAMUNA AT
PALLA (DELHI)",DELHI,17.0,33.0,3.9,9.6,6.7,8.6,525.0,851.0,1.0,14.0,0.67,1.85,68.0,33000.0,790.0,54000.0,2021,0,Highly Polluted,Neutral (6.5–8.5)
1120,"RIVER YAMUNA AT
PALLA, DELHI",DELHI,17.0,27.0,4.6,14.0,7.3,8.5,689.0,1711.0,2.5,11.0,0.3,2.0,68.0,22000.0,460.0,54000.0,2021,1,Polluted,Neutral (6.5–8.5)
5098,"RIVER YAMUNA AT
WAZIRABAD",DELHI,17.89136416861827,28.005412521942656,1.9,8.3,6.6,7.4,285.13598542362587,1259.1114554846552,8.0,10.0,0.7343646138807429,2.9544753347427766,680.0,11000.0,8970.337549488055,206671.80172366623,2021,1,Polluted,Neutral (6.5–8.5)
5099,"RIVER YAMUNA AT
ISBT BRIDGE",DELHI,17.89136416861827,28.005412521942656,0.3,1.6,7.2,7.5,285.13598542362587,1259.1114554846552,34.0,38.0,0.7343646138807429,2.9544753347427766,17000.0,350000.0,8970.337549488055,206671.80172366623,2021,1,Polluted,Neutral (6.5–8.5)
5100,"RIVER YAMUNA AT
ITO BRIDGE",DELHI,17.89136416861827,28.005412521942656,0.3,1.8,7.4,7.6,285.13598542362587,1259.1114554846552,26.0,62.0,0.7343646138807429,2.9544753347427766,22000.0,110000.0,8970.337549488055,206671.80172366623,2021,1,Polluted,Neutral (6.5–8.5)
1121,"RIVER YAMUNA AT
NIZAMUDDIN, DELHI",DELHI,17.0,27.0,0.3,3.2,7.3,8.0,1488.0,2240.0,22.0,48.0,0.3,1.5,47000.0,4900000.0,1100000.0,8400000.0,2021,1,Polluted,Neutral (6.5–8.5)
1375,"RIVER YAMUNA AT OKHLA BRIDGE (INLET OF AGRA
CANAL), DELHI",DELHI,16.0,27.0,0.3,2.9,7.4,7.9,1001.0,1790.0,22.0,56.0,0.3,1.1,49000.0,11000000.0,940000.0,11000000.0,2021,1,Polluted,Neutral (6.5–8.5)
1812,"RIVER YAMUNA AT OKHLA AFTER MEETING OF SHAHDARA DRAIN,
DELHI",DELHI,17.0,28.0,0.3,2.2,7.4,8.0,1225.0,1851.0,38.0,83.0,0.3,1.5,70000.0,22000000.0,3300000.0,22000000.0,2021,1,Polluted,Neutral (6.5–8.5)
1497,"RIVER YAMUNA AT RAHIMPUR KA NAGLA, NEAR FLYOVER BRIDGE
(MAZAWALI)",HARYANA,26.0,33.0,0.3,1.8,7.0,7.7,750.0,1885.0,14.0,30.0,0.32,1.26,33.0,16000000.0,79.0,16000000.0,2021,1,Polluted,Neutral (6.5–8.5)
30030,"RIVER YAMUNA AT ASGARPUR
VILLAGE,U.P",UTTAR PRADESH,24.0,32.0,0.3,0.3,7.4,7.6,406.0,2060.0,8.0,127.0,0.32,4.32,17000.0,2200000.0,33000.0,4900000.0,2021,1,Polluted,Neutral (6.5–8.5)
30031,"RIVER YAMUNA AT
HASANPUR",HARYANA,24.0,33.0,0.3,4.6,7.4,7.9,465.0,1750.0,5.0,43.0,0.43,1.32,130000.0,1700000.0,130000.0,7000000.0,2021,1,Polluted,Neutral (6.5–8.5)
30024,"RIVER YAMUNA AT MOHENA PALWAL
ROAD, HARYANA",HARYANA,23.0,33.0,0.3,1.8,7.0,7.8,911.0,1885.0,10.0,30.0,0.32,1.02,11000.0,170000.0,11000.0,2400000.0,2021,1,Polluted,Neutral (6.5–8.5)
2493,"RIVER YAMUNA AT
SHAHPUR",UTTAR PRADESH,12.0,46.0,3.6,7.8,7.1,7.5,285.13598542362587,1259.1114554846552,6.6,12.2,0.7343646138807429,2.9544753347427766,17000.0,79000.0,46000.0,140000.0,2021,1,Polluted,Neutral (6.5–8.5)
2495,"RIVER YAMUNA AT KESIGHAT,
VRINDAVAN",UTTAR PRADESH,14.0,38.0,4.8,7.2,7.1,7.6,285.13598542362587,1259.1114554846552,6.2,9.6,0.7343646138807429,2.9544753347427766,22000.0,44000.0,63000.0,92000.0,2021,1,Polluted,Neutral (6.5–8.5)
1123,"RIVER YAMUNA AT
MATHURA U/S , U.P.",UTTAR PRADESH,17.0,32.0,0.3,6.8,6.9,8.0,690.0,1910.0,6.1,18.0,0.3,3.99,110.0,49000.0,330.0,94000.0,2021,1,Polluted,Neutral (6.5–8.5)
2494,"RIVER YAMUNA AT VISHRAMGHAT,
MATHURA",UTTAR PRADESH,14.0,38.0,4.4,6.6,7.2,7.5,285.13598542362587,1259.1114554846552,8.0,11.6,0.3,0.3,31000.0,79000.0,78000.0,110000.0,2021,1,Polluted,Neutral (6.5–8.5)
1124,"RIVER YAMUNA AT
MATHURA D/S , U.P.",UTTAR PRADESH,17.0,32.0,2.5,8.9,7.1,8.3,1026.0,1808.0,8.6,36.0,0.3,5.24,170.0,920000.0,490.0,1600000.0,2021,1,Polluted,Neutral (6.5–8.5)
1125,"RIVER YAMUNA AT
AGRA U/S, U.P.",UTTAR PRADESH,26.0,32.0,3.1,10.6,6.6,8.0,908.0,2004.0,8.4,16.0,0.3,3.64,400.0,35000.0,3300.0,160000.0,2021,1,Polluted,Neutral (6.5–8.5)
1126,"RIVER YAMUNA AT
D/S OF AGRA, U.P.",UTTAR PRADESH,26.0,33.0,1.0,6.8,7.2,8.7,926.0,1893.0,7.2,34.0,0.3,2.58,4500.0,240000.0,11000.0,490000.0,2021,0,Highly Polluted,Neutral (6.5–8.5)
1498,"RIVER YAMUNA AT
BATESWAR",UTTAR PRADESH,13.0,31.0,6.1,7.4,7.6,7.9,904.0,1519.0,8.0,17.6,0.7343646138807429,2.9544753347427766,9000.0,16000.0,14000.0,33000.0,2021,2,Moderate,Neutral (6.5–8.5)
10081,"RIVER YAMUNA AT
ETAWAH D/S",UTTAR PRADESH,16.5,32.7,5.3,5.8,7.2,7.7,596.0,1687.0,10.8,22.4,0.7343646138807429,2.9544753347427766,13000.0,31000.0,28000.0,110000.0,2021,2,Moderate,Neutral (6.5–8.5)
10082,"RIVER YAMUNA AT
UDI",UTTAR PRADESH,16.4,32.5,5.5,6.3,7.4,7.9,582.0,1646.0,9.2,20.0,0.7343646138807429,2.9544753347427766,11000.0,22000.0,22000.0,37000.0,2021,2,Moderate,Neutral (6.5–8.5)
1127,"RIVER YAMUNA AT
ETAWAH, U.P.",UTTAR PRADESH,22.6,32.8,5.4,5.8,7.3,7.8,576.0,1698.0,9.2,23.2,0.7343646138807429,2.9544753347427766,13000.0,32000.0,24000.0,120000.0,2021,2,Moderate,Neutral (6.5–8.5)
1499,"RIVER YAMUNA AT JUHIKA B/C WITH CHAMBAL, ETAWAH,
U.P",UTTAR PRADESH,17.2,33.4,6.4,8.1,7.5,8.0,497.0,1399.0,7.6,12.4,0.7343646138807429,2.9544753347427766,9000.0,15000.0,21000.0,30000.0,2021,2,Moderate,Neutral (6.5–8.5)
30034,"RIVER YAMUNA AT
ETAWAH",UTTAR PRADESH,26.0,33.0,10.1,12.5,7.6,9.2,1100.0,1791.0,15.0,24.0,2.22,7.7,21.0,2000.0,46.0,4900.0,2021,1,Polluted,Neutral (6.5–8.5)
30033,"RIVER YAMUNA A/C OF CHAMBAL AT SHERGARH, JUHIKA
(U.P)",UTTAR PRADESH,25.0,32.0,8.4,12.4,7.9,8.8,597.0,1064.0,5.0,9.2,0.42,3.81,49.0,21000.0,79.0,70000.0,2021,1,Polluted,Neutral (6.5–8.5)
2283,"RIVER YAMUNA AT
HAMIRPUR",UTTAR PRADESH,22.9,24.1,6.5,6.7,7.3,7.7,810.0,892.0,3.6,4.0,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,12000.0,12000.0,2021,2,Moderate,Neutral (6.5–8.5)
1069,"RIVER YAMUNA AT ALLAHABAD D/S
(BALUA GHAT), U.P",UTTAR PRADESH,18.7,30.4,7.2,8.5,7.3,8.3,412.0,633.0,1.9,2.7,0.5,0.68,450.0,930.0,1100.0,1700.0,2021,3,Good,Neutral (6.5–8.5)
1510,"RIVER TONS
SIRMAUR",HIMACHAL PRADESH,8.0,17.0,7.4,9.0,7.3,8.0,185.0,4510.0,1.0,1.0,0.32,0.81,5.0,1600.0,350.0,1600.0,2021,3,Good,Neutral (6.5–8.5)
30023,"RIVER TONS AT
HARIPUR (U.K.)",UTTARAKH AND,18.4,27.0,9.2,10.2,7.6,8.2,193.0,426.0,1.0,1.0,0.32,0.52,9.0,930.0,14.0,4900.0,2021,3,Good,Neutral (6.5–8.5)
4027,"RIVER GIRI D/S
RAJGARH TOWN",HIMACHAL PRADESH,11.0,25.0,7.1,10.6,7.2,8.2,267.0,1372.0,1.0,1.7,0.3,1.18,17.0,27.0,70.0,220.0,2021,4,Excellent,Neutral (6.5–8.5)
4028,"RIVER GIRI D/S LAIGIDHAR TRUST,
BARU SAHIB",HIMACHAL PRADESH,12.0,24.0,7.1,10.3,7.4,8.4,270.0,506.0,1.0,2.2,0.32,1.27,21.0,32.0,79.0,280.0,2021,4,Excellent,Neutral (6.5–8.5)
4427,"RIVER GIRI U/S
CHAILLA",HIMACHAL PRADESH,9.0,18.0,7.0,8.6,7.3,8.3,886.0,3200.0,1.0,1.0,0.3,1.57,2.0,170.0,70.0,1600.0,2021,4,Excellent,Neutral (6.5–8.5)
2621,"RIVER GIRI AT D/S
YASHWANT NAGAR",HIMACHAL PRADESH,8.0,21.0,7.2,9.1,7.4,8.5,118.0,738.0,1.0,2.2,0.7343646138807429,2.9544753347427766,4.0,26.0,25.0,94.0,2021,4,Excellent,Neutral (6.5–8.5)
3876,"RIVER GIRI AFTER CONFLUENCE OF ASHWANI RIVER AT GIRIPUL, YASHWANT
NAGAR",HIMACHAL PRADESH,8.0,21.0,7.5,9.2,6.7,8.3,120.0,3450.0,1.0,2.2,0.7343646138807429,2.9544753347427766,4.0,26.0,25.0,84.0,2021,4,Excellent,Neutral (6.5–8.5)
2622,"RIVER GIRI AT U/S
CCI MINES",HIMACHAL PRADESH,16.0,28.0,7.4,8.4,7.3,8.0,402.0,978.0,1.0,1.9,0.32,1.52,8.0,17.0,33.0,49.0,2021,4,Excellent,Neutral (6.5–8.5)
2623,"RIVER GIRI D/S
SATAUN",HIMACHAL PRADESH,16.0,28.0,7.4,8.4,7.3,8.0,266.0,988.0,1.0,1.4,0.32,0.67,14.0,22.0,40.0,70.0,2021,4,Excellent,Neutral (6.5–8.5)
3877,"RIVER GIRI U/S LWSS
AT SAINJ",HIMACHAL PRADESH,8.0,19.0,6.9,8.7,7.3,8.7,278.0,4568.0,1.0,1.1,0.5,1.66,2.0,170.0,46.0,1600.0,2021,3,Good,Neutral (6.5–8.5)
3878,"RIVER GIRI D/S LWSS
AT SAINJ",HIMACHAL PRADESH,8.0,19.0,7.0,8.5,7.4,8.8,685.0,3330.0,1.0,1.2,0.49,1.58,2.0,220.0,49.0,1600.0,2021,3,Good,Neutral (6.5–8.5)
3860,"RIVER GIRI D/S CEMENT CORPORATION OF
INDIA, RAJBAN",HIMACHAL PRADESH,15.0,27.0,7.3,8.5,7.4,8.0,257.0,910.0,1.0,1.1,0.3,0.7,11.0,22.0,39.0,94.0,2021,4,Excellent,Neutral (6.5–8.5)
2619,"RIVER PABBAR AT
D/S SWARAKUDDU",HIMACHAL PRADESH,7.0,16.0,7.3,9.0,7.3,8.2,620.0,3178.0,1.0,1.0,0.37,1.22,7.0,1600.0,46.0,1600.0,2021,3,Good,Neutral (6.5–8.5)
10102,"RIVER HINDON AT
MOHAN NAGAR U/S",UTTAR PRADESH,19.0,26.0,0.8,2.1,7.0,7.7,291.0,798.0,11.0,27.0,0.32,0.5,110000.0,1700000.0,140000.0,2200000.0,2021,1,Polluted,Neutral (6.5–8.5)
10103,"RIVER HINDON AT
MOHAN NAGAR D/S",UTTAR PRADESH,19.0,26.0,0.3,1.5,7.1,7.9,610.0,1852.0,17.0,52.0,0.47,0.6,150000.0,2800000.0,210000.0,3500000.0,2021,1,Polluted,Neutral (6.5–8.5)
10106,"RIVER HINDON AT
GHAZIABAD U/S",UTTAR PRADESH,19.0,26.0,0.7,2.7,7.0,7.8,251.0,842.0,12.0,26.0,0.3,0.53,110000.0,280000.0,170000.0,350000.0,2021,1,Polluted,Neutral (6.5–8.5)
10100,"RIVER HINDON AT
BARNAWA U/S",UTTAR PRADESH,15.0,24.0,0.3,0.3,7.4,7.6,940.0,1201.0,52.0,58.0,21.2,26.0,100000.0,120000.0,140000.0,170000.0,2021,1,Polluted,Neutral (6.5–8.5)
10101,"RIVER HINDON AT
BARNAWA D/S",UTTAR PRADESH,13.0,23.0,0.3,0.3,7.4,7.6,910.0,985.0,50.0,58.0,22.2,25.0,79000.0,110000.0,110000.0,150000.0,2021,1,Polluted,Neutral (6.5–8.5)
1483,"RIVER HINDON AFTER CONFL. WITH
R. KRISHNA & KALI NEAR BINAULI TOWN, PURA MAHADEV, MEERUT,
U.P.",UTTAR PRADESH,14.0,24.0,0.3,0.3,7.4,7.6,810.0,960.0,54.0,72.0,22.0,28.4,94000.0,130000.0,130000.0,170000.0,2021,1,Polluted,Neutral (6.5–8.5)
2496,"RIVER HINDON AT SARDHANA BUDHANA ROAD, VILLAGE BAPARSI,
MEERUT",UTTAR PRADESH,14.0,23.0,0.3,0.3,7.4,7.8,930.0,1084.0,46.0,68.0,21.0,26.3,79000.0,120000.0,110000.0,150000.0,2021,1,Polluted,Neutral (6.5–8.5)
1358,"RIVER HINDON AT GHAZIABAD D/S,
U.P.",UTTAR PRADESH,19.0,26.0,0.3,0.3,7.3,7.8,698.0,1492.0,35.0,58.0,0.3,0.9,23000.0,13000000.0,32000.0,21000000.0,2021,1,Polluted,Neutral (6.5–8.5)
1356,"RIVER BETWA BEFORE CONF. YAMUNA AT
HAMIRPUR, U.P.",UTTAR PRADESH,16.0,27.2,7.5,7.8,7.5,7.6,601.0,751.0,2.9,3.4,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,1100.0,1200.0,2021,2,Moderate,Neutral (6.5–8.5)
30079,"RIVER BETWA AT SUKMA DUKMA
DAM, JHANSI",UTTAR PRADESH,22.7,27.3,7.9,8.6,7.7,8.0,242.0,331.0,1.0,4.0,0.3,0.7,1300.0,4500.0,2300.0,26000.0,2021,2,Moderate,Neutral (6.5–8.5)
1614,"RIVER BETWA NEAR INTAKE POINT,
VIDISHA",MADHYA PRADESH,19.0,30.0,6.8,10.6,7.0,8.1,286.0,3795.0,1.0,2.1,0.3,9.13,2.0,400.0,110.0,54000.0,2021,4,Excellent,Neutral (6.5–8.5)
2107,"RIVER BETWA AT U/S AT MAHUTA
GHAT, AGASOD",MADHYA PRADESH,22.0,28.0,6.9,7.5,7.4,8.2,326.0,421.0,1.0,1.2,0.1,0.58,2.0,2.0,8.0,32.0,2021,4,Excellent,Neutral (6.5–8.5)
2108,"RIVER BETWA AT M/S J.P. THERMAL
POWER, BINA",MADHYA PRADESH,22.0,28.0,6.9,7.4,7.5,8.3,306.0,429.0,1.0,1.2,0.08,0.62,2.0,2.0,6.0,38.0,2021,4,Excellent,Neutral (6.5–8.5)
2124,"RIVER BETWA AT CHARANTIRGHAT,
VIDISHA",MADHYA PRADESH,18.0,29.0,6.5,13.0,7.2,7.9,307.0,683.0,1.2,2.6,0.3,18.44,2.0,12000.0,220.0,170000.0,2021,3,Good,Neutral (6.5–8.5)
2125,"RIVER BETWA D/S AFTER MIXING OF
BAIS AT VIDISHA",MADHYA PRADESH,19.0,29.0,6.2,13.3,7.3,8.2,305.0,683.0,1.0,2.8,0.3,10.78,2.0,8100.0,280.0,120000.0,2021,3,Good,Neutral (6.5–8.5)
3832,"RIVER BETWA AT U/S NEAR ROAD
BRIDGE ORCHHA",MADHYA PRADESH,19.0,29.0,6.4,7.3,7.1,8.0,246.0,375.0,1.0,1.8,0.04,0.44,2.0,2.0,5.0,33.0,2021,4,Excellent,Neutral (6.5–8.5)
30080,"RIVER BETWA AT KANJIA ROAD BRIDGE, ASHOK
NAGAR (M.P.)",MADHYA PRADESH,23.0,27.3,7.6,9.1,7.7,8.2,299.0,520.0,1.0,1.0,0.3,0.6,900.0,49000.0,2700.0,240000.0,2021,3,Good,Neutral (6.5–8.5)
2953,"RIVER KALI SINDH AT ANICUT OF M/S CFCL GADEPAN, KOTA,
RAJASTHAN",RAJASTHA N,20.0,30.0,4.9,6.2,7.9,8.5,300.0,630.0,1.1,1.8,0.3,3.42,23.0,39.0,64.0,75.0,2021,3,Good,Neutral (6.5–8.5)
2956,"RIVER KALI SINDH AT BAROD ROAD BRIDGE, KOTA,
RAJASTHAN",RAJASTHA N,20.1,31.0,3.8,6.6,8.0,8.6,330.0,694.0,1.2,2.7,0.3,3.84,14.0,39.0,39.0,120.0,2021,2,Moderate,Neutral (6.5–8.5)
2950,"RIVER DHANARI DAM, NEAR SWAROOPGANJ,
SIROHI, RAJASTHAN",RAJASTHA N,16.0,28.5,4.3,7.1,7.4,8.3,190.0,825.0,1.0,2.6,0.3,4.75,39.0,75.0,75.0,150.0,2021,3,Good,Neutral (6.5–8.5)
2951,"RIVER BANAS AT BISULPUR DAM,
TONK, RAJASTHAN",RAJASTHA N,20.0,28.0,4.9,7.8,7.2,8.3,310.0,574.0,1.0,3.5,0.32,3.25,20.0,64.0,39.0,120.0,2021,2,Moderate,Neutral (6.5–8.5)
2952,"RIVER NEAR NEWTA DAM, JAIPUR,
RAJASTHAN",RAJASTHA N,20.0,35.0,0.4,2.8,8.0,9.1,1150.0,2230.0,3.7,9.1,0.3,11.53,64.0,240.0,150.0,460.0,2021,1,Polluted,Neutral (6.5–8.5)
2945,"RIVER CHHAPI DAM UPSTREAM , JHALAWAR,
RAJASTHAN",RAJASTHA N,20.0,31.0,5.7,6.4,7.8,8.4,230.0,512.0,1.0,1.9,0.3,3.16,23.0,39.0,64.0,75.0,2021,4,Excellent,Neutral (6.5–8.5)
2946,"UJAD DAM AT BHIM SAGAR UPSTREAM , JHALAWAR,
RAJASTHAN",RAJASTHA N,20.4,32.0,5.1,6.3,7.5,8.5,190.0,395.0,1.0,2.6,0.3,2.95,23.0,93.0,39.0,150.0,2021,4,Excellent,Neutral (6.5–8.5)
